Cast PK,Cruise,Station,Station Longitude,Station Latitude,Latitude,Longitude,Distance from station,Location Flag,Bottom depth (m),Raw Data PK,Data PK,Cast Direction Flag,Measurement time,Depth (m),Depth flag,Drop speed (m/s),Conductivity (mS/cm),Conductivity flag,Temperature (deg C),Temperature flag,Pressure (dbar),Pressure flag,Uncorrected Pressure (dbar),PAR (umol m-2 s-1),PAR flag,Fluorometry Chlorophyll (ug/L),Fluorometry Chlorophyll flag,CDOM (ppb),CDOM flag,Turbidity (FTU),Turbidity flag,pH,pH flag,Backscatter (Beta),Backscatter flag,Dissolved O2 (mL/L),Dissolved O2 (mL/L) flag,Dissolved O2 (%),Dissolved O2 (%) flag,Dissolved O2 (umol/L),Dissolved O2 (umol/L) flag,SB RINKO Dissolved O2 (mL/L),SB RINKO Dissolved O2 flag,Salinity (PSU),Salinity flag,Specific conductivity,Specific conductivity flag,Speed of sound (m/s),Speed of sound flag,C Star (volts),C Star (volts) flag,C Star (counts),C Star (counts) flag,Beam Attenuation 650nm (1/m),Beam Attenuation flag,SB RINKO DO (volts),SB RINKO temp (volts),Backscatter (counts),Fluorometry Chlorophyll (counts),CDOM (counts),Bin Statistics for Static Casts
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842459,d,2022-01-05 10:04:35.417,58.52917431,,1.394420928,29.11844089,,7.187483438,,59,,,,,0.483885528,,,,,,,,,,5.722094304,,,,,,,,28.11624755,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842460,d,2022-01-05 10:04:36.083,59.45662343,,1.368581339,29.1240894,,7.190418438,,60,,,,,0.484841642,,,,,,,,,,5.707568727,,,,,,,,28.11948943,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842461,d,2022-01-05 10:04:36.833,60.46630652,,1.34498516,29.13840087,,7.19809515,,61,,,,,0.489275635,,,,,,,,,,5.684743568,,,,,,,,28.12806658,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842462,d,2022-01-05 10:04:37.583,61.48209459,,1.361216168,29.1440162,,7.200313063,,62,,,,,0.483563945,,,,,,,,,,5.652692688,,,,,,,,28.13181754,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842463,d,2022-01-05 10:04:38.333,62.49564841,,1.351576553,29.15829102,,7.21379075,,63,,,,,0.479863305,,,,,,,,,,5.611907402,,,,,,,,28.13563011,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842464,d,2022-01-05 10:04:39.083,63.51212961,,1.338341635,29.24080478,,7.2789895,,64,,,,,0.473527949,,,,,,,,,,5.567316253,,,,,,,,28.16995332,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842465,d,2022-01-05 10:04:39.750,64.40052111,,1.336492291,29.31496319,,7.33409725,,65,,,,,0.464420012,,,,,,,,,,5.524201216,,,,,,,,28.20353204,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842466,d,2022-01-05 10:04:40.500,65.39386315,,1.321819444,29.37334836,,7.36829825,,66,,,,,0.450191801,,,,,,,,,,5.460213889,,,,,,,,28.23724202,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842467,d,2022-01-05 10:04:41.250,66.37906408,,1.304653643,29.42853904,,7.404358375,,67,,,,,0.448671222,,,,,,,,,,5.367021559,,,,,,,,28.26599673,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842468,d,2022-01-05 10:04:42.000,67.37333952,,1.341470039,29.48320387,,7.43911645,,68,,,,,0.431640357,,,,,,,,,,5.239868172,,,,,,,,28.29518691,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842469,d,2022-01-05 10:04:42.750,68.37549944,,1.326265433,29.57485791,,7.496206063,,69,,,,,0.417213236,,,,,,,,,,5.100278587,,,,,,,,28.34524428,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842470,d,2022-01-05 10:04:43.500,69.3664936,,1.302425507,29.90195907,,7.7307629,,70,,,,,0.392828776,,,,,,,,,,4.972604179,,,,,,,,28.49827077,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842471,d,2022-01-05 10:04:44.333,70.43571778,,1.292292098,30.36792056,,8.03225735,,71,,,,,0.357438223,,,,,,,,,,4.855384617,,,,,,,,28.74015686,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842472,d,2022-01-05 10:04:45.083,71.43012331,,1.344641263,30.44849117,,8.089368313,,72,,,,,0.345328658,,,,,,,,,,4.764913615,,,,,,,,28.7771433,,,,,,,,,,,,,,,,,
